question,answer,thematic,subThematic,level,points,times
E 5 lettres : Quel est le sigle de la plus grande école africaine d’architecture et d’urbanisme située à Lomé au Togo ?,"""{EAMAU}""",Éducation,Écoles africaines,Moyen,10,16
V 7 lettres : Quelle marque de luxe italienne dont le symbole est depuis 1978 la tête de Méduse ?,"""{Versace}""",Mode,Marques de luxe,Moyen,10,22
G 8 lettres : Comment s'appelle le petit de la girafe ?,"""{Girafeau}""",Animaux,Mammifères,Facile,10,19
"R 4 lettres : Quel est le synonyme de cacher, conjugué à la troisième personne du singulier ?","""{cèle}""",Langue française,Verbes,Facile,10,15
A 4 lettres : Comment s'appelle le nid de l'aigle ?,"""{Aire}""",Animaux,Oiseaux,Facile,10,17
"P 5 lettres : Comment s'appelle le premier estomac, chez les ruminants ?","""{Panse}""",Animaux,Anatomie,Facile,10,18
"C 5 lettres : Généralement utilisé comme synonyme de repas, ce mot vient plutôt du latin pour « visage ». Quel est ce mot ?","""{Chère}""",Cuisine,Mots culinaires,Moyen,10,20
A 3 lettres : Quelle est l'unité de surface qui correspond à l'équivalent d'un carré de 10 mètres de côté ?,"""{Are}""",Mesures,Unités de surface,Facile,10,15
"A 14 lettres : Selon les croyances, quels sont de bons aphrodisiaques ?","""{Gingembre, Chocolat}""",Cuisine,Aphrodisiaques,Difficile,10,25
"P 10 lettres : Dans Fort Boyard, c’est le vieux sage qui posait des énigmes. Qui est-ce ?","""{Père Fouras}""",Télévision,Émissions,Moyen,10,22
P 13 lettres : Comment s'appelle le traitement des maladies par les plantes ou ses extraits ?,"""{Phytothérapie}""",Médecine,Médecine naturelle,Moyen,10,24
B 11 lettres : Comment s'appelle l'appareil servant à amener des plongeurs dans les grandes profondeurs océaniques ?,"""{Bathyscaphe}""",Technologie,Sous-marin,Difficile,10,23
P 6 lettres : Comment s'appelle le mammifère marin ou une vulgarité monosyllabique ?,"""{Phoque}""",Animaux,Mammifères marins,Facile,10,15
C 12 lettres : Comment qualifie-t-on un vers auquel il manque le dernier demi-pied ?,"""{Catalectique}""",Littérature,Versification,Difficile,10,26
"P 13 lettres : En littérature, quel adjectif veut dire à la fois niais, banal et prétentieux ?","""{Prudhommesque}""",Littérature,Vocabulaire littéraire,Difficile,10,28
M 7 lettres : Comment s'appelle l'inflammation de la moelle épinière ?,"""{Myélite}""",Médecine,Neurologie,Moyen,10,19
"H 7 lettres : À Haïti, comment s'appelle le prêtre du culte vaudou ?","""{Houngan}""",Religions,Cultes vaudous,Moyen,10,18
B 11 lettres : Comment s'appelle le fait de voyager beaucoup et de mener une vie aventureuse ?,"""{Bourlinguer}""",Voyages,Aventure,Difficile,10,25
A 8 lettres : Comment s'appelle l'assemblage de courtes pièces de bois dans le sens de leur longueur ?,"""{Aboutage}""",Bricolage,Menuiserie,Moyen,10,20
"H 10 lettres : En phonétique, comment s'appelle l'omission de l'une de deux articulations semblables qui se suivent ?","""{Haplologie}""",Linguistique,Phonétique,Difficile,10,28
"P 7 lettres : Comment s'appelle la coiffure des pharaons, symbole de leur souveraineté sur la Haute- et la Basse-Égypte ?","""{Pschent}""",Histoire,Égypte ancienne,Difficile,10,22
"C 8 lettres : Comment s'appelle le petit coffre où l’on range ordinairement des objets précieux, de l’argent ?","""{Cassette}""",Objets,Rangement,Facile,10,18
7 lettres : Comment s'appelle un être chétif et mal fait ; une personne ou un animal qui n’a pas atteint un développement normal ?,"""{Avorton}""",Biologie,Anomalies physiques,Facile,10,17
J 9 lettres : Comment s'appelle une plainte fréquente et importante ?,"""{Jeremiade}""",Langue française,Expressions,Difficile,10,25
P 16 lettres : Quel est le synonyme de prostituée ?,"""{Peripateticienne}""",Société,Prostituées,Très Difficile,10,33
G 5 lettres : Comment s'appellent les petits lézards d’Afrique se déplaçant vite ?,"""{Gecko}""",Animaux,Reptiles,Facile,10,15
"G 6 lettres : Comment qualifier une personne maladroite, ou quelque chose fait de travers, mal fait, étrange ?","""{Gauche}""",Langue française,Expressions,Facile,10,16
G 7 lettres : Comment s'appelle la peinture où l’on emploie des pigments détrempés avec de l’eau mêlée de gomme ?,"""{Gouache}""",Art,Peinture,Moyen,10,20
"A 8 lettres : Comment s'appelle une sorte de rapport, de ressemblance dans l’ordre physique, intellectuel ou moral qui existe entre deux ou plusieurs choses différentes ?","""{Analogie}""",Langue française,Mots difficiles,Moyen,10,22
G 6 lettres : Comment s'appelle la partie intérieure de la gorge qui fait communiquer la bouche avec l’œsophage ?,"""{Gosier}""",Anatomie,Gorge,Facile,10,17
T 7 lettres : Comment s'appelle l'action de rechercher avec détermination et minutie ?,"""{Traquer}""",Verbes d'action,Recherche,Moyen,10,20
D 8 lettres : Comment s'appelle la dispersion d’une communauté ethnique ou d’un peuple à travers le monde ?,"""{Diaspora}""",Société,Migration,Moyen,10,21
"C 9 lettres : Comment s'appelle le couvre-chef de tissu, cuir ou matière synthétique, pourvu d’une visière, à la mode depuis le début du 19ème siècle ?","""{Casquette}""",Mode,Accessoires,Facile,10,19
S 13 lettres : Quel est le synonyme de typique ?,"""{Symptomatique}""",Langue française,Mots difficiles,Difficile,10,25
U 10 lettres : Comment s'appelle un établissement public d’enseignement supérieur dépendant d’une académie ?,"""{Université}""",Éducation,Enseignement supérieur,Facile,10,23
"P 11 lettres : Quel est le nom du discours ou de l'écrit visant à défendre, à justifier, et par extension à louer une personne, une doctrine ?","""{Panégyrique}""",Langue française,Rhétorique,Difficile,10,28
O 7 lettres : Comment s'appelle la figure de style signifiant l’association étroite de deux mots de sens contraires pour renforcer une idée ?,"""{Oxymore}""",Langue française,Figures de style,Moyen,10,20
P 9 lettres : Comment s'appelle le nom de famille transmis par le père ?,"""{Patronyme}""",Généalogie,Noms de famille,Moyen,10,23
"A 8 lettres : Comment s'appelle la grande inquiétude, anxiété profonde née du sentiment d’une menace imminente mais vague ?","""{Angoisse}""",Émotions,Anxiété,Facile,10,25
